Gender,Event,Location,Year,Medal,Name,Nationality,Result
M,200M Men,London,1948,G,Mel PATTON,USA,21.1
M,200M Men,London,1948,S,Barney EWELL,USA,21.1
M,200M Men,London,1948,B,Lloyd LABEACH,PAN,21.2
M,200M Men,Los Angeles,1932,G,Eddie TOLAN,USA,21.2
M,200M Men,Los Angeles,1932,S,George SIMPSON,USA,21.4
M,200M Men,Los Angeles,1932,B,Ralph METCALFE,USA,21.5
M,200M Men,Paris,1924,G,Jackson SCHOLZ,USA,21.6
M,200M Men,Paris,1924,S,Charles PADDOCK,USA,21.7
M,200M Men,Paris,1924,B,Eric LIDDELL,GBR,21.9
M,200M Men,Stockholm,1912,G,Ralph CRAIG,USA,21.7
M,200M Men,Stockholm,1912,S,Donald LIPPINCOTT,USA,21.8
M,200M Men,Stockholm,1912,B,William APPLEGARTH,GBR,22.0
M,200M Men,St Louis,1904,G,Archie HAHN,USA,21.6
M,200M Men,St Louis,1904,S,Nate CARTMELL,USA,21.9
M,200M Men,St Louis,1904,B,William HOGENSON,USA,None
M,20Km Race Walk Men,Rio,2016,G,Zhen WANG,CHN,1:19:14
M,20Km Race Walk Men,Rio,2016,S,Zelin CAI,CHN,1:19:26
M,20Km Race Walk Men,Rio,2016,B,Dane BIRD-SMITH,AUS,1:19:37
M,20Km Race Walk Men,Beijing,2008,G,Valeriy BORCHIN,RUS,1h19:01
M,20Km Race Walk Men,Beijing,2008,S,Jefferson PEREZ,ECU,1h19:15
M,20Km Race Walk Men,Beijing,2008,B,Jared TALLENT,AUS,1h19:42
M,20Km Race Walk Men,Sydney,2000,G,Robert KORZENIOWSKI,POL,01h18:59
M,20Km Race Walk Men,Sydney,2000,S,Noe HERNANDEZ,MEX,01h19:03
M,20Km Race Walk Men,Sydney,2000,B,Vladimir ANDREYEV,RUS,01h19:27
M,20Km Race Walk Men,Barcelona,1992,G,Daniel PLAZA,ESP,1:21:45
M,20Km Race Walk Men,Barcelona,1992,S,Guillaume LEBLANC,CAN,1:22:25
M,20Km Race Walk Men,Barcelona,1992,B,Giovanni DE BENEDICTIS,ITA,1:23:11
M,20Km Race Walk Men,Los Angeles,1984,G,Ernesto CANTO,MEX,1:23:13
M,20Km Race Walk Men,Los Angeles,1984,S,RaÃºl GONZÃLEZ,MEX,1:23:20
M,20Km Race Walk Men,Los Angeles,1984,B,Maurizio DAMILANO,ITA,1:23:26
M,20Km Race Walk Men,Montreal,1976,G,Daniel BAUTISTA ROCHA,MEX,1:24:40.6
M,20Km Race Walk Men,Montreal,1976,S,Hans REIMANN,GDR,1:25:13.8
M,20Km Race Walk Men,Montreal,1976,B,Peter FRENKEL,GDR,1:25:29.4
M,20Km Race Walk Men,Mexico,1968,G,Vladimir GOLUBNICHY,URS,1:33:58.4
M,20Km Race Walk Men,Mexico,1968,S,JosÃ© PEDRAZA,MEX,1:34:00.0
M,20Km Race Walk Men,Mexico,1968,B,Nikolay SMAGA,URS,1:34:03.4
M,20Km Race Walk Men,Rome,1960,G,Vladimir GOLUBNICHY,URS,1:34:07.2
M,20Km Race Walk Men,Rome,1960,S,Noel FREEMAN,AUS,1:34:16.4
M,20Km Race Walk Men,Rome,1960,B,Stanley Frank VICKERS,GBR,1:34:56.4
M,20Km Race Walk Men,London,2012,G,Ding CHEN,CHN,1:18:46
M,20Km Race Walk Men,London,2012,S,Erick BARRONDO,GUA,1:18:57
M,20Km Race Walk Men,London,2012,B,Zhen WANG,CHN,1:19:25
M,20Km Race Walk Men,Athens,2004,G,Ivano BRUGNETTI,ITA,1h19:40
M,20Km Race Walk Men,Athens,2004,S,Francisco Javier FERNANDEZ,ESP,1h19:45
M,20Km Race Walk Men,Athens,2004,B,Nathan DEAKES,AUS,1h20:02
M,20Km Race Walk Men,Atlanta,1996,G,Jefferson PEREZ,ECU,1:20:07
M,20Km Race Walk Men,Atlanta,1996,S,Ilya MARKOV,RUS,1:20:16
M,20Km Race Walk Men,Atlanta,1996,B,Bernardo SEGURA,MEX,1:20:23
M,20Km Race Walk Men,Seoul,1988,G,Jozef PRIBILINEC,TCH,1:19:57
M,20Km Race Walk Men,Seoul,1988,S,Ronald WEIGEL,GDR,1:20:00
M,20Km Race Walk Men,Seoul,1988,B,Maurizio DAMILANO,ITA,1:20:14
M,20Km Race Walk Men,Moscow,1980,G,Maurizio DAMILANO,ITA,1:23:35.5
M,20Km Race Walk Men,Moscow,1980,S,Piotr POCHINCHUK,URS,1:24:45.4
M,20Km Race Walk Men,Moscow,1980,B,Roland WIESER,GDR,1:25:58.2
M,20Km Race Walk Men,Munich,1972,G,Peter FRENKEL,GDR,1:26:42.4
M,20Km Race Walk Men,Munich,1972,S,Vladimir GOLUBNICHY,URS,1:26:55.2
M,20Km Race Walk Men,Munich,1972,B,Hans REIMANN,GDR,1:27:16.6
M,20Km Race Walk Men,Tokyo,1964,G,Kenneth Joseph MATTHEWS,GBR,1:29:34.0
M,20Km Race Walk Men,Tokyo,1964,S,Dieter LINDNER,EUA,1:31:13.2
M,20Km Race Walk Men,Tokyo,1964,B,Vladimir GOLUBNICHY,URS,1:31:59.4
M,20Km Race Walk Men,Melbourne / Stockholm,1956,G,Leonid SPIRIN,URS,1:31:27.4
M,20Km Race Walk Men,Melbourne / Stockholm,1956,S,Antanas MIKENAS,URS,1:32:03.0
M,20Km Race Walk Men,Melbourne / Stockholm,1956,B,Bruno JUNK,URS,1:32:12.0
M,3000M Steeplechase Men,Rio,2016,G,Conseslus KIPRUTO,KEN,8:03.28
M,3000M Steeplechase Men,Rio,2016,S,Evan JAGER,USA,8:04.28
M,3000M Steeplechase Men,Rio,2016,B,Mahiedine MEKHISSI,FRA,8:11.52
M,3000M Steeplechase Men,Beijing,2008,G,Brimin Kiprop KIPRUTO,KEN,8:10.34
M,3000M Steeplechase Men,Beijing,2008,S,Mahiedine MEKHISSI-BENABBAD,FRA,8:10.49
M,3000M Steeplechase Men,Beijing,2008,B,Richard Kipkemboi MATEELONG,KEN,8:11.01
M,3000M Steeplechase Men,Sydney,2000,G,Reuben KOSGEI,KEN,08:21.43
M,3000M Steeplechase Men,Sydney,2000,S,Wilson Boit KIPKETER,KEN,08:21.77
M,3000M Steeplechase Men,Sydney,2000,B,Ali EZZINE,MAR,08:22.15
M,3000M Steeplechase Men,Barcelona,1992,G,Matthew BIRIR,KEN,8:08.84
M,3000M Steeplechase Men,Barcelona,1992,S,Patrick SANG,KEN,8:09.55
M,3000M Steeplechase Men,Barcelona,1992,B,William MUTWOL,KEN,8:10.74
M,3000M Steeplechase Men,Los Angeles,1984,G,Julius KORIR,KEN,8:11.80
M,3000M Steeplechase Men,Los Angeles,1984,S,Joseph MAHMOUD,FRA,8:13.31
M,3000M Steeplechase Men,Los Angeles,1984,B,Brian Lee DIEMER,USA,8:14.06
M,3000M Steeplechase Men,Montreal,1976,G,Anders GARDERUD,SWE,8:08.02
M,3000M Steeplechase Men,Montreal,1976,S,Bronislaw MALINOWSKI,POL,8:09.11
M,3000M Steeplechase Men,Montreal,1976,B,Frank BAUMGARTL,GDR,8:10.36
M,3000M Steeplechase Men,Mexico,1968,G,Amos BIWOTT,KEN,8:51.0
M,3000M Steeplechase Men,Mexico,1968,S,Benjamin KOGO,KEN,8:51.6
M,3000M Steeplechase Men,Mexico,1968,B,George YOUNG,USA,8:51.8
M,3000M Steeplechase Men,Rome,1960,G,Zdzislaw KRZYSZKOWIAK,POL,8:34.2
M,3000M Steeplechase Men,Rome,1960,S,Nikolay SOKOLOV,URS,8:36.4
M,3000M Steeplechase Men,Rome,1960,B,Semyon RZISHCHIN,URS,8:42.2
M,3000M Steeplechase Men,Helsinki,1952,G,Horace ASHENFELTER,USA,08:45.4
M,3000M Steeplechase Men,Helsinki,1952,S,Vladimir KAZANTSEV,URS,08:51.6
M,3000M Steeplechase Men,Helsinki,1952,B,John DISLEY,GBR,08:51.8
M,3000M Steeplechase Men,Berlin,1936,G,Volmari ISO-HOLLO,FIN,9:03.8
M,3000M Steeplechase Men,Berlin,1936,S,Kaarlo Jalmari TUOMINEN,FIN,9:06.8
M,3000M Steeplechase Men,Berlin,1936,B,Alfred DOMPERT,GER,9:07.2
M,3000M Steeplechase Men,Amsterdam,1928,G,Toivo LOUKOLA,FIN,9:21.8
M,3000M Steeplechase Men,Amsterdam,1928,S,Paavo NURMI,FIN,9:31.2
M,3000M Steeplechase Men,Amsterdam,1928,B,Ove ANDERSEN,FIN,9:35.6
M,3000M Steeplechase Men,Antwerp,1920,G,Percy HODGE,GBR,10:00.4
M,3000M Steeplechase Men,Antwerp,1920,S,Patrick FLYNN,USA,None
M,3000M Steeplechase Men,Antwerp,1920,B,Ernesto AMBROSINI,ITA,None
M,3000M Steeplechase Men,Paris,1900,G,George ORTON,CAN,7:34.4
M,3000M Steeplechase Men,Paris,1900,S,Sidney ROBINSON,GBR,7:38.0
M,3000M Steeplechase Men,Paris,1900,B,Jean CHASTANIE,FRA,None
M,3000M Steeplechase Men,London,2012,G,Ezekiel KEMBOI,KEN,8:18.56
M,3000M Steeplechase Men,London,2012,S,Mahiedine MEKHISSI-BENABBAD,FRA,8:19.08
M,3000M Steeplechase Men,London,2012,B,Abel Kiprop MUTAI,KEN,8:19.73
M,3000M Steeplechase Men,Athens,2004,G,Ezekiel KEMBOI,KEN,8:05.81
M,3000M Steeplechase Men,Athens,2004,S,Brimin Kiprop KIPRUTO,KEN,8:06.11
M,3000M Steeplechase Men,Athens,2004,B,Paul Kipsiele KOECH,KEN,8:06.64
M,3000M Steeplechase Men,Atlanta,1996,G,Joseph KETER,KEN,8:07.12
M,3000M Steeplechase Men,Atlanta,1996,S,Moses KIPTANUI,KEN,8:08.33
M,3000M Steeplechase Men,Atlanta,1996,B,Alessandro LAMBRUSCHINI,ITA,8:11.28
M,3000M Steeplechase Men,Moscow,1980,G,Bronislaw MALINOWSKI,POL,08:09.7
M,3000M Steeplechase Men,Moscow,1980,S,Filbert BAYI,TAN,08:12.5
M,3000M Steeplechase Men,Moscow,1980,B,Eshetu TURA,ETH,08:13.6
M,3000M Steeplechase Men,Munich,1972,G,Kip KEINO,KEN,8:23.64
M,3000M Steeplechase Men,Munich,1972,S,Ben JIPCHO,KEN,8:24.62
M,3000M Steeplechase Men,Munich,1972,B,Tapio KANTANEN,FIN,8:24.66
M,3000M Steeplechase Men,Tokyo,1964,G,Gaston ROELANTS,BEL,8:30.8
M,3000M Steeplechase Men,Tokyo,1964,S,Maurice HERRIOTT,GBR,8:32.4
M,3000M Steeplechase Men,Tokyo,1964,B,Ivan BELYAEV,URS,8:33.8
M,3000M Steeplechase Men,Melbourne / Stockholm,1956,G,Christopher William BRASHER,GBR,8:41.2
M,3000M Steeplechase Men,Melbourne / Stockholm,1956,S,SÃÂ¡ndor ROZSNYÃ?I,HUN,8:43.6
M,3000M Steeplechase Men,Melbourne / Stockholm,1956,B,Ernst LARSEN,NOR,8:44.0
M,3000M Steeplechase Men,London,1948,G,Tore SJÃSTRAND,SWE,9:04.6
M,3000M Steeplechase Men,London,1948,S,Fritz Erik ELMSÃ?TER,SWE,9:08.2
M,3000M Steeplechase Men,London,1948,B,Gote Ernst HAGSTROM,SWE,9:11.8
M,3000M Steeplechase Men,Los Angeles,1932,G,Volmari ISO-HOLLO,FIN,10:33.4
M,3000M Steeplechase Men,Los Angeles,1932,S,Thomas EVENSON,GBR,10:46.0
M,3000M Steeplechase Men,Los Angeles,1932,B,Joseph MCCLUSKEY,USA,10:46.2
M,3000M Steeplechase Men,Paris,1924,G,Ville RITOLA,FIN,9:33.6
M,3000M Steeplechase Men,Paris,1924,S,Elias KATZ,FIN,9:44.0
M,3000M Steeplechase Men,Paris,1924,B,Paul BONTEMPS,FRA,9:45.2
M,3000M Steeplechase Men,St Louis,1904,G,James LIGHTBODY,USA,7:39.6
M,3000M Steeplechase Men,St Louis,1904,S,John DALY,GBR,7:40.6
M,3000M Steeplechase Men,St Louis,1904,B,Arthur NEWTON,USA,None
M,400M Hurdles Men,Rio,2016,G,Kerron CLEMENT,USA,47.73
M,400M Hurdles Men,Rio,2016,S,Boniface MUCHERU,KEN,47.78
M,400M Hurdles Men,Rio,2016,B,Yasmani COPELLO,TUR,47.92
M,400M Hurdles Men,Beijing,2008,G,Angelo TAYLOR,USA,47.25
M,400M Hurdles Men,Beijing,2008,S,Kerron CLEMENT,USA,47.98
M,400M Hurdles Men,Beijing,2008,B,Bershawn JACKSON,USA,48.06
M,400M Hurdles Men,Sydney,2000,G,Angelo TAYLOR,USA,47.5
M,400M Hurdles Men,Sydney,2000,S,Hadi Soua An AL SOMAILY,KSA,47.53
M,400M Hurdles Men,Sydney,2000,B,Llewellyn HERBERT,RSA,47.81
M,400M Hurdles Men,Barcelona,1992,G,Kevin YOUNG,USA,46.78
M,400M Hurdles Men,Barcelona,1992,S,Winthrop GRAHAM,JAM,47.66
M,400M Hurdles Men,Barcelona,1992,B,Kriss AKABUSI,GBR,47.82
M,400M Hurdles Men,Los Angeles,1984,G,Edwin MOSES,USA,47.75
M,400M Hurdles Men,Los Angeles,1984,S,Danny HARRIS,USA,48.13
M,400M Hurdles Men,Los Angeles,1984,B,Harald SCHMID,FRG,48.19
M,400M Hurdles Men,Montreal,1976,G,Edwin MOSES,USA,47.64
M,400M Hurdles Men,Montreal,1976,S,Michael Lyle SHINE,USA,48.69
M,400M Hurdles Men,Montreal,1976,B,Yevgeni GAVRILENKO,URS,49.45
M,400M Hurdles Men,Mexico,1968,G,David HEMERY,GBR,48.1
M,400M Hurdles Men,Mexico,1968,S,Gerhard HENNIGE,FRG,49.0
M,400M Hurdles Men,Mexico,1968,B,John SHERWOOD,GBR,49.0
M,400M Hurdles Men,Rome,1960,G,Glenn DAVIS,USA,49.3
M,400M Hurdles Men,Rome,1960,S,Clifton Emmett CUSHMAN,USA,49.6
M,400M Hurdles Men,Rome,1960,B,Richard HOWARD,USA,49.7
M,400M Hurdles Men,Helsinki,1952,G,Charles Hewes Jr. MOORE,USA,50.8
M,400M Hurdles Men,Helsinki,1952,S,Yury Nikolayevich LITUYEV,URS,51.3
M,400M Hurdles Men,Helsinki,1952,B,John Macfarlane HOLLAND,NZL,52.2
M,400M Hurdles Men,Berlin,1936,G,Glenn HARDIN,USA,52.4
M,400M Hurdles Men,Berlin,1936,S,John LOARING,CAN,52.7
M,400M Hurdles Men,Berlin,1936,B,Miguel WHITE,PHI,52.8
M,400M Hurdles Men,Amsterdam,1928,G,David George BURGHLEY,GBR,53.4
M,400M Hurdles Men,Amsterdam,1928,S,Frank CUHEL,USA,53.6
M,400M Hurdles Men,Amsterdam,1928,B,Morgan TAYLOR,USA,53.6
M,400M Hurdles Men,Antwerp,1920,G,Frank LOOMIS,USA,0:54.0
M,400M Hurdles Men,Antwerp,1920,S,John NORTON,USA,54.6
M,400M Hurdles Men,Antwerp,1920,B,August DESCH,USA,54.7
M,400M Hurdles Men,St Louis,1904,G,Harry HILLMAN,USA,53.0
M,400M Hurdles Men,St Louis,1904,S,Frank WALLER,USA,53.2
M,400M Hurdles Men,St Louis,1904,B,George POAGE,USA,None
M,400M Hurdles Men,London,2012,G,Felix SANCHEZ,DOM,47.63
M,400M Hurdles Men,London,2012,S,Michael TINSLEY,USA,47.91
M,400M Hurdles Men,London,2012,B,Javier CULSON,PUR,48.1
M,400M Hurdles Men,Athens,2004,G,Felix SANCHEZ,DOM,47.63
M,400M Hurdles Men,Athens,2004,S,Danny MCFARLANE,JAM,48.11
M,400M Hurdles Men,Athens,2004,B,Naman KEITA,FRA,48.26
M,400M Hurdles Men,Atlanta,1996,G,Derrick ADKINS,USA,47.54
M,400M Hurdles Men,Atlanta,1996,S,Samuel MATETE,ZAM,47.78
M,400M Hurdles Men,Atlanta,1996,B,Calvin DAVIS,USA,47.96
M,400M Hurdles Men,Moscow,1980,G,Volker BECK,GDR,48.7
M,400M Hurdles Men,Moscow,1980,S,Vasili ARKHIPENKO,URS,48.86
M,400M Hurdles Men,Moscow,1980,B,Gary OAKES,GBR,49.11
M,400M Hurdles Men,Munich,1972,G,John AKII-BUA,UGA,47.82
M,400M Hurdles Men,Munich,1972,S,Ralph MANN,USA,48.51
M,400M Hurdles Men,Munich,1972,B,David HEMERY,GBR,48.52
M,400M Hurdles Men,Tokyo,1964,G,Warren (Rex) Jay CAWLEY,USA,49.6
M,400M Hurdles Men,Tokyo,1964,S,John COOPER,GBR,50.1
M,400M Hurdles Men,Tokyo,1964,B,Salvatore MORALE,ITA,50.1
M,400M Hurdles Men,Melbourne / Stockholm,1956,G,Glenn DAVIS,USA,50.1
M,400M Hurdles Men,Melbourne / Stockholm,1956,S,Eddie SOUTHERN,USA,50.8
M,400M Hurdles Men,Melbourne / Stockholm,1956,B,Josh CULBREATH,USA,51.6
M,400M Hurdles Men,London,1948,G,Roy Braxton COCHRAN,USA,51.1
M,400M Hurdles Men,London,1948,S,Duncan WHITE,SRI,51.8
M,400M Hurdles Men,London,1948,B,Rune LARSSON,SWE,52.2
M,400M Hurdles Men,Los Angeles,1932,G,Robert Morton Newburgh TISDALL,IRL,51.8
M,400M Hurdles Men,Los Angeles,1932,S,Glenn HARDIN,USA,51.9
M,400M Hurdles Men,Los Angeles,1932,B,Morgan TAYLOR,USA,52.0
M,400M Hurdles Men,Paris,1924,G,Morgan TAYLOR,USA,52.6
M,400M Hurdles Men,Paris,1924,S,Erkka WILEN,FIN,53.8
M,400M Hurdles Men,Paris,1924,B,Ivan RILEY,USA,54.2
M,400M Hurdles Men,London,1908,G,Charles BACON,USA,55.0
M,400M Hurdles Men,London,1908,S,Harry HILLMAN,USA,None
M,400M Hurdles Men,London,1908,B,Leonard Francis TREMEER,GBR,None
M,400M Hurdles Men,Paris,1900,G,Walter TEWKSBURY,USA,57.6
M,400M Hurdles Men,Paris,1900,S,Henri TAUZIN,FRA,58.3
M,400M Hurdles Men,Paris,1900,B,George ORTON,CAN,None
M,400M Men,Rio,2016,G,Wayde VAN NIEKERK,RSA,43.03
M,400M Men,Rio,2016,S,Kirani JAMES,GRN,43.76
M,400M Men,Rio,2016,B,Lashawn MERRITT,USA,43.85
M,400M Men,Beijing,2008,G,Lashawn MERRITT,USA,43.75
M,400M Men,Beijing,2008,S,Jeremy WARINER,USA,44.74
M,400M Men,Beijing,2008,B,David NEVILLE,USA,44.8
M,400M Men,Sydney,2000,G,Michael JOHNSON,USA,43.84
M,400M Men,Sydney,2000,S,Alvin HARRISON,USA,44.4
M,400M Men,Sydney,2000,B,Greg HAUGHTON,JAM,44.7
M,400M Men,Barcelona,1992,G,Quincy WATTS,USA,43.5
M,400M Men,Barcelona,1992,S,Steve LEWIS,USA,44.21
M,400M Men,Barcelona,1992,B,Samson KITUR,KEN,44.24
M,400M Men,Los Angeles,1984,G,Alonzo BABERS,USA,44.27
M,400M Men,Los Angeles,1984,S,Gabriel TIACOH,CIV,44.54
M,400M Men,Los Angeles,1984,B,Antonio MCKAY,USA,44.71
M,400M Men,Montreal,1976,G,Alberto JUANTORENA,CUB,44.26
M,400M Men,Montreal,1976,S,Frederick Vaughn NEWHOUSE,USA,44.4
M,400M Men,Montreal,1976,B,Herman Ronald FRAZIER,USA,44.95
M,400M Men,Mexico,1968,G,Lee EVANS,USA,43.8
M,400M Men,Mexico,1968,S,Larry JAMES,USA,43.9
M,400M Men,Mexico,1968,B,Ron FREEMAN,USA,44.4
M,400M Men,Rome,1960,G,Otis DAVIS,USA,44.9
M,400M Men,Rome,1960,S,Carl KAUFMANN,EUA,44.9
M,400M Men,Rome,1960,B,Malcolm SPENCE,RSA,45.5
M,400M Men,Helsinki,1952,G,George RHODEN,JAM,45.9
M,400M Men,Helsinki,1952,S,Herbert MCKENLEY,JAM,45.9
M,400M Men,Helsinki,1952,B,Ollie MATSON,USA,46.8
M,400M Men,Berlin,1936,G,Archibald Franklin WILLIAMS,USA,46.5
M,400M Men,Berlin,1936,S,Godfrey BROWN,GBR,46.7
M,400M Men,Berlin,1936,B,James Ellis LU VALLE,USA,46.8
M,400M Men,Amsterdam,1928,G,Raymond James BARBUTI,USA,47.8
M,400M Men,Amsterdam,1928,S,James BALL,CAN,48.0
M,400M Men,Amsterdam,1928,B,Joachim BÃCHNER,GER,48.2
M,400M Men,Antwerp,1920,G,Bevil RUDD,RSA,0:49.6
M,400M Men,Antwerp,1920,S,Guy BUTLER,GBR,0:49.9
M,400M Men,Antwerp,1920,B,Nils ENGDAHL,SWE,0:50.0
M,400M Men,London,1908,G,Wyndham HALSWELLE,GBR,50.0
M,400M Men,Paris,1900,G,Maxwell Warburn LONG,USA,49.4
M,400M Men,Paris,1900,S,William HOLLAND,USA,49.6
M,400M Men,Paris,1900,B,Ernst SCHULTZ,DEN,None
M,400M Men,London,2012,G,Kirani JAMES,GRN,43.94
M,400M Men,London,2012,S,Luguelin SANTOS,DOM,44.46
M,400M Men,London,2012,B,Lalonde GORDON,TTO,44.52
M,400M Men,Athens,2004,G,Jeremy WARINER,USA,44.0
M,400M Men,Athens,2004,S,Otis HARRIS,USA,44.16
M,400M Men,Athens,2004,B,Derrick BREW,USA,44.42
M,400M Men,Atlanta,1996,G,Michael JOHNSON,USA,43.49
M,400M Men,Atlanta,1996,S,Roger BLACK,GBR,44.41
M,400M Men,Atlanta,1996,B,Davis KAMOGA,UGA,44.53
M,400M Men,Moscow,1980,G,Viktor MARKIN,URS,44.6
M,400M Men,Moscow,1980,S,Rick MITCHELL,AUS,44.84
M,400M Men,Moscow,1980,B,Frank SCHAFFER,GDR,44.87
M,400M Men,Munich,1972,G,Vince MATTHEWS,USA,44.66
M,400M Men,Munich,1972,S,Wayne COLLETT,USA,44.8
M,400M Men,Munich,1972,B,Julius SANG,KEN,44.92
M,400M Men,Tokyo,1964,G,Mike LARRABEE,USA,45.1
M,400M Men,Tokyo,1964,S,Wendell MOTTLEY,TTO,45.2
M,400M Men,Tokyo,1964,B,Andrzej BADENSKI,POL,45.6
M,400M Men,Melbourne / Stockholm,1956,G,Charles JENKINS,USA,46.7
M,400M Men,Melbourne / Stockholm,1956,S,Karl-Friedrich HAAS,EUA,46.8
M,400M Men,Melbourne / Stockholm,1956,B,Voitto HELLSTEN,FIN,47.0
M,400M Men,Melbourne / Stockholm,1956,B,Ardalion IGNATYEV,URS,47.0
M,400M Men,London,1948,G,Arthur WINT,JAM,46.2
M,400M Men,London,1948,S,Herbert MCKENLEY,JAM,46.4
M,400M Men,London,1948,B,Mal WHITFIELD,USA,46.9
M,400M Men,Los Angeles,1932,G,William Arthur CARR,USA,46.2
M,400M Men,Los Angeles,1932,S,Benjamin Bangs EASTMAN,USA,46.4
M,400M Men,Los Angeles,1932,B,Alex WILSON,CAN,47.4
M,400M Men,Paris,1924,G,Eric LIDDELL,GBR,47.6
M,400M Men,Paris,1924,S,Horatio FITCH,USA,48.4
M,400M Men,Paris,1924,B,Guy BUTLER,GBR,48.6
M,400M Men,Stockholm,1912,G,Charles REIDPATH,USA,0:48.2
M,400M Men,Stockholm,1912,S,Hanns BRAUN,GER,0:48.3
M,400M Men,Stockholm,1912,B,Edward LINDBERG,USA,0:48.4
M,400M Men,St Louis,1904,G,Harry HILLMAN,USA,49.2
M,400M Men,St Louis,1904,S,Frank WALLER,USA,49.9
M,400M Men,St Louis,1904,B,Herman GROMAN,USA,50.0
M,400M Men,Athens,1896,G,Thomas BURKE,USA,54.2
M,400M Men,Athens,1896,S,Herbert JAMISON,USA,55.2
M,400M Men,Athens,1896,B,Charles GMELIN,GBR,55.6
M,4X100M Relay Men,Rio,2016,G,null,JAM,37.27
M,4X100M Relay Men,Rio,2016,S,null,JPN,37.6
M,4X100M Relay Men,Rio,2016,B,null,CAN,37.64
M,4X100M Relay Men,Beijing,2008,S,null,TTO,38.06
M,4X100M Relay Men,Beijing,2008,B,null,JPN,38.15
M,4X100M Relay Men,Sydney,2000,G,null,USA,37.61
M,4X100M Relay Men,Sydney,2000,S,null,BRA,37.9
M,4X100M Relay Men,Sydney,2000,B,null,CUB,38.04
M,4X100M Relay Men,Barcelona,1992,G,null,USA,37.4
M,4X100M Relay Men,Barcelona,1992,S,null,NGR,37.98
M,4X100M Relay Men,Barcelona,1992,B,null,CUB,38.0
M,4X100M Relay Men,Los Angeles,1984,G,null,USA,37.83
M,4X100M Relay Men,Los Angeles,1984,S,null,JAM,38.62
M,4X100M Relay Men,Los Angeles,1984,B,null,CAN,38.7
M,4X100M Relay Men,Montreal,1976,G,null,USA,38.33
M,4X100M Relay Men,Montreal,1976,S,null,GDR,38.66
M,4X100M Relay Men,Montreal,1976,B,null,URS,38.78
M,4X100M Relay Men,Mexico,1968,G,null,USA,38.2
M,4X100M Relay Men,Mexico,1968,S,null,CUB,38.3
M,4X100M Relay Men,Mexico,1968,B,null,FRA,38.4
M,4X100M Relay Men,Rome,1960,G,null,EUA,39.5
M,4X100M Relay Men,Rome,1960,S,null,URS,40.1
M,4X100M Relay Men,Rome,1960,B,null,GBR,40.2
M,4X100M Relay Men,Helsinki,1952,G,null,USA,40.1
M,4X100M Relay Men,Helsinki,1952,S,null,URS,40.3
M,4X100M Relay Men,Helsinki,1952,B,null,HUN,40.5
M,4X100M Relay Men,Berlin,1936,G,null,USA,39.8
M,4X100M Relay Men,Berlin,1936,S,null,ITA,41.1
M,4X100M Relay Men,Berlin,1936,B,null,GER,41.2
M,4X100M Relay Men,Amsterdam,1928,G,null,USA,41.0
M,4X100M Relay Men,Amsterdam,1928,S,null,GER,None
M,4X100M Relay Men,Amsterdam,1928,B,null,GBR,None
M,4X100M Relay Men,Antwerp,1920,G,null,USA,0:42.2
M,4X100M Relay Men,Antwerp,1920,S,null,FRA,0:42.6
M,4X100M Relay Men,Antwerp,1920,B,null,SWE,0:42.9
M,4X100M Relay Men,London,2012,G,null,JAM,36.84
M,4X100M Relay Men,London,2012,S,null,TTO,38.12
M,4X100M Relay Men,London,2012,B,null,FRA,38.16
M,4X100M Relay Men,Athens,2004,G,null,GBR,38.07
M,4X100M Relay Men,Athens,2004,S,null,USA,38.08
M,4X100M Relay Men,Athens,2004,B,null,NGR,38.23
M,4X100M Relay Men,Atlanta,1996,G,null,CAN,37.69
M,4X100M Relay Men,Atlanta,1996,S,null,USA,38.05
M,4X100M Relay Men,Atlanta,1996,B,null,BRA,38.41
M,4X100M Relay Men,Moscow,1980,G,null,URS,38.26
M,4X100M Relay Men,Moscow,1980,S,null,POL,38.33
M,4X100M Relay Men,Moscow,1980,B,null,FRA,38.53
M,4X100M Relay Men,Munich,1972,G,null,USA,38.19
M,4X100M Relay Men,Munich,1972,S,null,URS,38.5
M,4X100M Relay Men,Munich,1972,B,null,FRG,38.79
M,4X100M Relay Men,Tokyo,1964,G,null,USA,39.0
M,4X100M Relay Men,Tokyo,1964,S,null,POL,39.3
M,4X100M Relay Men,Tokyo,1964,B,null,FRA,39.3
M,4X100M Relay Men,Melbourne / Stockholm,1956,G,null,USA,39.5
M,4X100M Relay Men,Melbourne / Stockholm,1956,S,null,URS,39.8
M,4X100M Relay Men,Melbourne / Stockholm,1956,B,null,EUA,40.3
M,4X100M Relay Men,London,1948,G,null,USA,40.6
M,4X100M Relay Men,London,1948,S,null,GBR,41.3
M,4X100M Relay Men,London,1948,B,null,ITA,41.5
M,4X100M Relay Men,Los Angeles,1932,G,null,USA,40.0
M,4X100M Relay Men,Los Angeles,1932,S,null,GER,40.9
M,4X100M Relay Men,Los Angeles,1932,B,null,ITA,41.2
M,4X100M Relay Men,Paris,1924,G,null,USA,41.0
M,4X100M Relay Men,Paris,1924,S,null,GBR,41.2
M,4X100M Relay Men,Paris,1924,B,null,NED,41.8
M,4X100M Relay Men,Stockholm,1912,G,null,GBR,0:42.4
M,4X100M Relay Men,Stockholm,1912,S,null,SWE,0:42.6
M,4X400M Relay Men,Rio,2016,G,null,USA,None
